Tissue1,Tissue2,value,Comparison
adipose subcutaneous,colon transverse,0.8327579593726203,adipose subcutaneous-colon transverse
adipose subcutaneous,ovary,0.8775210047587265,adipose subcutaneous-ovary
adipose subcutaneous,minor salivary gland,0.9100217249754651,adipose subcutaneous-minor salivary gland
adipose subcutaneous,brain cerebellar hemisphere,0.6986459077369348,adipose subcutaneous-brain cerebellar hemisphere
adipose subcutaneous,thyroid,0.8957814700474503,adipose subcutaneous-thyroid
adipose subcutaneous,liver,0.8256888703996973,adipose subcutaneous-liver
adipose subcutaneous,cells ebv-transformed lymphocytes,0.4302969235612174,adipose subcutaneous-cells ebv-transformed lymphocytes
adipose subcutaneous,adipose subcutaneous,1,adipose subcutaneous-adipose subcutaneous
adipose subcutaneous,kidney cortex,0.8604594805977278,adipose subcutaneous-kidney cortex
adipose subcutaneous,colon sigmoid,0.852357005309566,adipose subcutaneous-colon sigmoid
adipose subcutaneous,brain caudate basal ganglia,0.7558837105030454,adipose subcutaneous-brain caudate basal ganglia
adipose subcutaneous,spleen,0.662738268052517,adipose subcutaneous-spleen
adipose subcutaneous,uterus,0.9188445489168419,adipose subcutaneous-uterus
kidney cortex,pancreas,0.6578749213973214,kidney cortex-pancreas
kidney cortex,vagina,0.8374963359504544,kidney cortex-vagina
kidney cortex,whole blood,0.6484168845287451,kidney cortex-whole blood
kidney cortex,prostate,0.9259078189879244,kidney cortex-prostate
kidney cortex,stomach,0.8862279392059905,kidney cortex-stomach
kidney cortex,skin not sun exposed suprapubic,0.7079512576629885,kidney cortex-skin not sun exposed suprapubic
kidney cortex,pituitary,0.901337612276993,kidney cortex-pituitary
kidney cortex,lung,0.8050614554583393,kidney cortex-lung
kidney cortex,skin sun exposed lower leg,0.73561870367136,kidney cortex-skin sun exposed lower leg
kidney cortex,muscle skeletal,0.7082713558775684,kidney cortex-muscle skeletal
kidney cortex,testis,0.8883518428242764,kidney cortex-testis
kidney cortex,small intestine terminal ileum,0.7400533255704895,kidney cortex-small intestine terminal ileum
kidney cortex,nerve tibial,0.8944940846031629,kidney cortex-nerve tibial
kidney cortex,ovary,0.7242382032729237,kidney cortex-ovary
kidney cortex,minor salivary gland,0.8625903742606004,kidney cortex-minor salivary gland
kidney cortex,thyroid,0.8901757737964131,kidney cortex-thyroid
kidney cortex,liver,0.8148271753629155,kidney cortex-liver
kidney cortex,kidney cortex,1,kidney cortex-kidney cortex
kidney cortex,spleen,0.6631986346756124,kidney cortex-spleen
kidney cortex,uterus,0.8216316345658992,kidney cortex-uterus
colon sigmoid,esophagus mucosa,0.7521880116461688,colon sigmoid-esophagus mucosa
colon sigmoid,pancreas,0.6339228920008338,colon sigmoid-pancreas
colon sigmoid,vagina,0.8057026604921477,colon sigmoid-vagina
colon sigmoid,esophagus muscularis,0.9786243175401972,colon sigmoid-esophagus muscularis
colon sigmoid,whole blood,0.5705095991383736,colon sigmoid-whole blood
colon sigmoid,prostate,0.911552374263139,colon sigmoid-prostate
colon sigmoid,stomach,0.8963523720687022,colon sigmoid-stomach
colon sigmoid,skin not sun exposed suprapubic,0.7051166889925855,colon sigmoid-skin not sun exposed suprapubic
colon sigmoid,pituitary,0.886264683434062,colon sigmoid-pituitary
colon sigmoid,heart atrial appendage,0.8581643721991269,colon sigmoid-heart atrial appendage
colon sigmoid,esophagus gastroesophageal junction,0.97673004918448,colon sigmoid-esophagus gastroesophageal junction
colon sigmoid,heart left ventricle,0.797245773263573,colon sigmoid-heart left ventricle
colon sigmoid,lung,0.8052722928508338,colon sigmoid-lung
colon sigmoid,skin sun exposed lower leg,0.7010024788010695,colon sigmoid-skin sun exposed lower leg
colon sigmoid,muscle skeletal,0.7227826847044633,colon sigmoid-muscle skeletal
colon sigmoid,testis,0.7432916740451163,colon sigmoid-testis
colon sigmoid,small intestine terminal ileum,0.7294750196878067,colon sigmoid-small intestine terminal ileum
colon sigmoid,nerve tibial,0.8824154086612788,colon sigmoid-nerve tibial
colon sigmoid,colon transverse,0.8711863853532237,colon sigmoid-colon transverse
colon sigmoid,ovary,0.7581584205910947,colon sigmoid-ovary
colon sigmoid,minor salivary gland,0.8435448958852989,colon sigmoid-minor salivary gland
colon sigmoid,thyroid,0.8805184408707737,colon sigmoid-thyroid
colon sigmoid,liver,0.7844093693539816,colon sigmoid-liver
colon sigmoid,kidney cortex,0.7592129664016726,colon sigmoid-kidney cortex
colon sigmoid,colon sigmoid,1,colon sigmoid-colon sigmoid
colon sigmoid,spleen,0.6070957574104544,colon sigmoid-spleen
colon sigmoid,uterus,0.9454770052319906,colon sigmoid-uterus
brain caudate basal ganglia,esophagus mucosa,0.5570991401800507,brain caudate basal ganglia-esophagus mucosa
brain caudate basal ganglia,pancreas,0.6074725427446175,brain caudate basal ganglia-pancreas
brain caudate basal ganglia,vagina,0.6213994361746912,brain caudate basal ganglia-vagina
brain caudate basal ganglia,esophagus muscularis,0.8091039129042606,brain caudate basal ganglia-esophagus muscularis
brain caudate basal ganglia,whole blood,0.3587293168201576,brain caudate basal ganglia-whole blood
brain caudate basal ganglia,brain hypothalamus,0.9824965734652377,brain caudate basal ganglia-brain hypothalamus
brain caudate basal ganglia,brain nucleus accumbens basal ganglia,0.9947035520349833,brain caudate basal ganglia-brain nucleus accumbens basal ganglia
brain caudate basal ganglia,brain putamen basal ganglia,0.9908069575105157,brain caudate basal ganglia-brain putamen basal ganglia
brain caudate basal ganglia,prostate,0.8266061218010364,brain caudate basal ganglia-prostate
brain caudate basal ganglia,brain hippocampus,0.9822449711626834,brain caudate basal ganglia-brain hippocampus
brain caudate basal ganglia,brain spinal cord cervical c-1,0.8058189136353747,brain caudate basal ganglia-brain spinal cord cervical c-1
brain caudate basal ganglia,stomach,0.722865431237235,brain caudate basal ganglia-stomach
brain caudate basal ganglia,skin not sun exposed suprapubic,0.5069189685648254,brain caudate basal ganglia-skin not sun exposed suprapubic
brain caudate basal ganglia,pituitary,0.81403888704033045,brain caudate basal ganglia-pituitary
brain caudate basal ganglia,brain cerebellum,0.9270015345438634,brain caudate basal ganglia-brain cerebellum
brain caudate basal ganglia,heart atrial appendage,0.7670192351109023,brain caudate basal ganglia-heart atrial appendage
brain caudate basal ganglia,breast mammary tissue,0.7200869193257347,brain caudate basal ganglia-breast mammary tissue
brain caudate basal ganglia,brain cortex,0.9656582168865957,brain caudate basal ganglia-brain cortex
brain caudate basal ganglia,esophagus gastroesophageal junction,0.789465639843626,brain caudate basal ganglia-esophagus gastroesophageal junction
brain caudate basal ganglia,heart left ventricle,0.7398452653289102,brain caudate basal ganglia-heart left ventricle
brain caudate basal ganglia,cells cultured fibroblasts,0.6427749146801045,brain caudate basal ganglia-cells cultured fibroblasts
brain caudate basal ganglia,lung,0.5558666803087268,brain caudate basal ganglia-lung
brain caudate basal ganglia,skin sun exposed lower leg,0.5385981020268648,brain caudate basal ganglia-skin sun exposed lower leg
brain caudate basal ganglia,muscle skeletal,0.6293430557822836,brain caudate basal ganglia-muscle skeletal
brain caudate basal ganglia,brain substantia nigra,0.9696262341235246,brain caudate basal ganglia-brain substantia nigra
brain caudate basal ganglia,testis,0.8476860800838166,brain caudate basal ganglia-testis
brain caudate basal ganglia,small intestine terminal ileum,0.439044820696523,brain caudate basal ganglia-small intestine terminal ileum
brain caudate basal ganglia,nerve tibial,0.7460611235239891,brain caudate basal ganglia-nerve tibial
brain caudate basal ganglia,brain frontal cortex ba9,0.9442269856805129,brain caudate basal ganglia-brain frontal cortex ba9
brain caudate basal ganglia,colon transverse,0.619516933295389,brain caudate basal ganglia-colon transverse
brain caudate basal ganglia,ovary,0.6835206823294782,brain caudate basal ganglia-ovary
brain caudate basal ganglia,minor salivary gland,0.6607088771448664,brain caudate basal ganglia-minor salivary gland
brain caudate basal ganglia,brain cerebellar hemisphere,0.9305018912851071,brain caudate basal ganglia-brain cerebellar hemisphere
brain caudate basal ganglia,thyroid,0.7074410980390934,brain caudate basal ganglia-thyroid
brain caudate basal ganglia,liver,0.6511737421017207,brain caudate basal ganglia-liver
brain caudate basal ganglia,cells ebv-transformed lymphocytes,0.26239962969197744,brain caudate basal ganglia-cells ebv-transformed lymphocytes
brain caudate basal ganglia,kidney cortex,0.7682836383084154,brain caudate basal ganglia-kidney cortex
brain caudate basal ganglia,colon sigmoid,0.8184502575386982,brain caudate basal ganglia-colon sigmoid
brain caudate basal ganglia,brain caudate basal ganglia,1,brain caudate basal ganglia-brain caudate basal ganglia
brain caudate basal ganglia,spleen,0.30205720957130594,brain caudate basal ganglia-spleen
brain caudate basal ganglia,uterus,0.7445107420312254,brain caudate basal ganglia-uterus
spleen,vagina,0.7749829029402439,spleen-vagina
spleen,whole blood,0.861915192911023,spleen-whole blood
spleen,stomach,0.7622443100290923,spleen-stomach
spleen,testis,0.44398444393271014,spleen-testis
spleen,thyroid,0.7679696012808714,spleen-thyroid
spleen,spleen,1,spleen-spleen
spleen,uterus,0.7184061583862904,spleen-uterus
uterus,vagina,0.8616979660173786,uterus-vagina
uterus,whole blood,0.6633920381207584,uterus-whole blood
uterus,uterus,1,uterus-uterus
